Accession	Tolid	Species	# scaffolds	Total scaffold length	Average scaffold length	Scaffold N50	Scaffold auN	Scaffold L50	Largest scaffold	Smallest scaffold	# contigs	Total contig length	Average contig length	Contig N50	Contig auN	Contig L50	Largest contig	Smallest contig	# gaps in scaffolds	Total gap length in scaffolds	Average gap length in scaffolds	Gap N50 in scaffolds	Gap auN in scaffolds	Gap L50 in scaffolds	Largest gap in scaffolds	Smallest gap in scaffolds	Base composition (A:C:G:T)	GC content	# soft-masked bases	# segments	Total segment length	Average segment length	# gaps	# paths
GCA_949987555.1	fBorAnt1	Borostomias antarcticus	1378	909249001	659832.37	27266006	25799547.99	14	61707914	1000	4009	908722801	226670.69	959230	1715344.37	219	9135858	1000	2631	526200	200	200	200	1316	200	200	242885700:209168679:211678099:244990323	46.31	407625918	4009	908722801	226670.69	2631	1378
GCA_963971535.1	fNotCoa1	Notolepis coatsi	5983	3427809033	572924.79	155911686	162674355.1	8	323290686	979	21096	3424788466	162343.03	444000	677647.57	1951	4549348	16	15113	3020567	199.87	200	200.01	7550	308	17	949087185:763343640:763067884:949289757	44.57	2295325637	21096	3424788466	162343.03	15113	5983
GCA_951216825.1	fEleAnt2	Electrona antarctica	1901	1427445741	750892.03	53633514	47867110.39	12	65725131	1000	5080	1426809941	280868.1	1002537	1561518.16	355	9567001	1000	3179	635800	200	200	200	1590	200	200	402504065:310909245:310809548:402587083	43.57	739931859	5080	1426809941	280868.1	3179	1901
GCA_964188405.1	fProPar1	Protomyctophum parallelum 	24	1235328005	51472000.21	53459825	57015380.58	10	108646427	18305	2753	1234782205	448522.41	1024588	1398908.06	336	6728559	18305	2729	545800	200	200	200	1365	200	200	352551792:265023134:264815703:352391576	42.91	583728972	2753	1234782205	448522.41	2729	24
GCA_963280865.1	fGymBra2	Gymnoscopelus braueri	676	1367984568	2023645.81	55139090	52353229.5	12	66258222	1000	3380	1367443768	404569.16	901999	1119982.16	454	5699719	1000	2704	540800	200	200	200	1352	200	200	395581804:288154396:288186082:395521486	42.15	667841804	3380	1367443768	404569.16	2704	676
GCA_963454915.1	fGymMic1	Gymnoscopelus microlampas	374	1318656016	3525818.22	55298648	53397833.19	12	65794246	1000	1772	1318376416	744004.75	1741000	2065112.62	240	9631340	1000	1398	279600	200	200	200	699	200	200	381194560:278202434:278123077:380856345	42.2	608905010	1772	1318376416	744004.75	1398	374
GCA_963921795.1	fNanAch1	Nannobrachium achirus	673	1658848640	2464856.82	66219085	66460446.84	12	90174274	1000	3070	1658369240	540185.42	1305851	1611351.4	384	8247971	1000	2397	479400	200	200	200	1199	200	200	475357266:353982759:353999854:475029361	42.69	883432297	3070	1658369240	540185.42	2397	673
GCA_963924005.1	fProBol1	Protomyctophum bolini	951	1148224649	1207386.59	45973806	43845890.66	12	57054109	1000	2736	1147867649	419542.27	1267060	1656714.34	254	7284828	1000	1785	357000	200	200	200	893	200	200	329450322:244514716:244595580:329307031	42.61	529580596	2736	1147867649	419542.27	1785	951
GCA_029633865.1	fLamInc1	Lampris incognitus	544	1482357630	2724922.11	62607046	79929945.38	8	155004971	12343	3659	1481734900	404956.24	917127	1749096.39	379	14060875	1031	3115	622730	199.91	200	200	1557	229	37	409153009:332438049:333522201:406621641	44.94	748142558	3659	1481734900	404956.24	3115	544
GCA_046255685.1	fAmbSpe1	Amblyopsis spelaea	892	817459139	916434.01	32241792	30689722.4	12	42231476	13962	1358	817365939	601889.5	4008197	5887399.15	51	22626708	13962	466	93200	200	200	200	233	200	200	236636788:172067297:171993584:236668270	42.09	358359525	1358	817365939	601889.5	466	892
GCA_960531495.1	fZeuFab8	Zeus faber	191	804731948	4213256.27	34476449	36490495.51	10	65762550	1000	1078	804554548	746340.03	1449431	1739522.54	171	6544643	1000	887	177400	200	200	200	444	200	200	225888322:176303407:177070620:225292199	43.92	309303903	1078	804554548	746340.03	887	191
GCA_902167405.1	fGadMor3	Gadus morhua	226	669949713	2964379.26	28732775	28503757.54	11	43798135	3512	1442	646375970	448249.63	1015663	1547879.95	169	7478355	1	1216	23573743	19386.3	98160	141322.01	68	609820	1	175764735:147587624:147440825:175582786	45.64	212669140	1442	646375970	448249.63	1216	226
GCA_949987615.1	fPolPol2.1	Pollachius pollachius	616	606767444	985012.08	27399917	31536354.19	8	53464670	1000	2426	606405444	249961.02	606672	921884.56	254	4276471	1000	1810	362000	200	200	200	905	200	200	164696812:138576215:138347969:164784448	45.67	194809672	2426	606405444	249961.02	1810	616
GCA_964030765.1	fMicPou1	Micromesistius poutassou	3832	520636573	135865.49	19932791	18026493.4	12	30431094	1000	6887	520025573	75508.29	238748	405066.44	525	3294000	1000	3055	611000	200	200	200	1528	200	200	140993223:119077264:119185715:140769371	45.82	173858339	6887	520025573	75508.29	3055	3832
GCA_047511565.1	fPolLow2	Polymixia lowei	327	675344950	2065275.08	28554946	27966571.04	11	38460444	11937	1079	675194523	625759.52	1684680	2907764.48	97	11969036	11937	752	150427	200.04	200	200.04	376	227	200	191225860:146562868:146326856:191078939	43.38	193454555	1079	675194523	625759.52	752	327
GCA_048537225.1	fPolHol1	Polymixia cf. hollisterae	846	722757191	854322.92	27609221	27025806.09	12	42982685	4383	1327	722662791	544583.87	4150567	5910131.35	45	21252126	4383	481	94400	196.26	200	198.09	236	200	100	205628891:155217646:155300631:206515623	42.97	227839680	1327	722662791	544583.87	481	846
GCA_964638095.1	fPorCra3	Poromitra crassiceps	2788	1630001977	584649.2	53864884	57469345.16	11	131550215	1000	5763	1629406977	282735.9	841497	1134517.69	534	6192179	1000	2975	595000	200	200	200	1488	200	200	451883265:363043286:362463259:452017167	44.53	813677991	5763	1629406977	282735.9	2975	2788
GCA_048128805.1	fCenGer3	Centroberyx gerrardi	279	779177424	2792750.62	32609585	31761813.44	11	38969015	8562	978	779037624	796561.99	6370452	7556143.91	35	23513450	8562	699	139800	200	200	200	350	200	200	224016212:165594663:165297474:224129275	42.47	239157471	978	779037624	796561.99	699	279
GCA_902150065.1	fMyrMur1	Myripristis murdjan	87	835254674	9600628.44	34950760	35291764.5	11	47119472	862	340	833388842	2451143.65	14475636	13759310.8	20	29021625	862	253	1865832	7374.83	221824	243557.64	4	447266	13	242427220:174278908:174327682:242355032	41.83	226963403	340	833388842	2451143.65	253	87
GCA_902500255.1	fThaAma1	Thalassophryne amazonica	464	2446592878	5272829.48	118421481	114997681.4	9	175462960	890	3018	2433998612	806493.91	2319587	2907614.59	311	15558763	40	2554	12594266	4931.19	78927	277357.06	30	1256096	1	705893942:510922695:511010689:706171286	41.99	1451630939	3018	2433998612	806493.91	2554	464
GCA_009829125.3	fPerMag1	Periophthalmus magnuspinnatus	123	752622057	6118878.51	32865169	31782712.79	11	36988977	838	824	745443296	904664.19	2301275	3306194.64	87	12190249	1	701	7178761	10240.74	200180	273679.85	10	719544	1	222797647:149863498:149934979:222847172	40.22	283585713	824	745443296	904664.19	701	123
GCA_951799975.1	fGobNig1	Gobius niger	298	870572126	2921382.97	36708673	38495115.79	10	76501732	1000	934	870444926	931953.88	3365000	3903972.16	81	14051130	1000	636	127200	200	200	200	318	200	200	251852950:183236834:183259357:252095785	42.1	344168527	934	870444926	931953.88	636	298
GCA_901709675.2	fSynAcu1	Syngnathus acus	88	324347687	3685769.17	14974571	16326838.67	8	28444102	16454	131	324333987	2475831.96	11959915	12454283.2	11	25879647	3530	43	13700	318.6	500	412.41	14	500	100	91702833:70477215:70493545:91660394	43.46	82255147	131	324333987	2475831.96	43	88
GCA_048301445.1	fSynTyp1	Syngnathus typhle	152	368300239	2423027.89	15752117	15435475.66	9	28315844	16489	230	368292439	1601271.47	5638113	6031423.49	22	14716649	2816	78	7800	100	100	100	39	100	100	104576141:79630547:79564841:104520910	43.23	130394196	230	368292439	1601271.47	78	152
GCA_048301465.1	fAulMac1	Aulostomus maculatus	160	662945422	4143408.89	28137510	26930079.33	11	34787836	1000	339	662927522	1955538.41	6127553	6934420.8	36	19560755	1000	179	17900	100	100	100	90	100	100	188460966:143329801:143067639:188069116	43.2	168318853	339	662927522	1955538.41	179	160
GCA_910596095.1	fThuMac1	Thunnus maccoyii	58	782423977	13490068.57	33761101	32819864.01	11	41002747	8768	153	782392477	5113676.32	26803536	22678456.02	13	34584767	8768	95	31500	331.58	500	449.21	32	500	100	235880022:155385792:155463278:235663385	39.73	203981740	153	782392477	5113676.32	95	58
GCA_963924715.1	fThuThy2	Thunnus thynnus	120	799063593	6658863.28	34318521	33408129.06	11	42008130	1000	588	798969993	1358792.51	2956553	3423412.66	84	8921091	1000	468	93600	200	200	200	234	200	200	240573088:158879072:158892957:240624876	39.77	215945314	588	798969993	1358792.51	468	120
GCA_914725855.1	fThuAlb1	Thunnus albacares	69	792117861	11479969	34622995	33478774.71	11	41207429	10124	139	792094561	5698522.02	26795544	23885609.86	13	37025965	10124	70	23300	332.86	500	399.57	24	500	200	238819647:157233798:157475829:238565287	39.73	208085508	139	792094561	5698522.02	70	69
GCA_027409825.1	fScoJap1	Scomber japonicus	361	828697720	2295561.55	34636535	34582644.25	11	44105842	3099	1933	828050620	428375.9	4898551	6032823.17	46	20214033	3099	1572	647100	411.64	500	457.07	648	500	200	248401920:165668406:165673458:248306836	40.01	261422846	1933	828050620	428375.9	1572	361
GCA_963691925.1	fScoSco1	Scomber scombrus	666	764157853	1147384.16	31095048	29954663.85	12	38754833	1000	2155	763860031	354459.41	1496448	1930564.37	140	7574035	1000	1489	297822	200.01	200	200.02	745	222	200	229552863:152375712:151499406:230432050	39.78	222738379	2155	763860031	354459.41	1489	666
GCA_042242135.1	fArrGeo1	Arripis georgiana	552	801586327	1452149.14	28384748	23865857.85	13	36028805	8733	650	801566927	1233179.89	15715076	14357458.91	18	29748398	8733	98	19400	197.96	200	198.97	49	200	100	241307916:159479566:159271506:241507939	39.77	304295349	650	801566927	1233179.89	98	552
GCA_900324485.3	fMasArm1	Mastacembelus armatus	123	591951591	4812614.56	25090313	23842908.99	11	29124071	924	361	578720247	1603103.18	7788594	7971640.31	26	20754100	924	238	13231344	55593.88	282970	274955.81	17	607827	2	171730494:117623414:117670717:171695622	40.66	135012440	361	578720247	1603103.18	238	123
GCA_900324465.3	fAnaTes1	Anabas testudineus	51	555658509	10895264.88	25063394	24755444.7	10	34285027	12604	317	552052013	1741489	7055436	7482444.27	25	16967553	12604	266	3606496	13558.26	110000	162049.82	9	482892	25	164504918:111536942:111512105:164498048	40.4	114941221	317	552052013	1741489	266	51
GCA_900634795.4	fBetSpl5	Betta splendens	35	426984265	12199550.43	19821211	21455953.84	9	34127283	25057	346	426952799	1233967.63	2574972	3680134.64	46	12467171	14974	321	31466	98.02	123	145.55	87	423	23	116664944:96709116:96745237:116833502	45.31	95920757	346	426952799	1233967.63	321	35
GCA_017976425.1	fToxJac2	Toxotes jaculatrix	96	621503431	6473994.07	26859436	26655284.92	11	32862146	22722	194	620365959	3197762.68	15555772	14187879.82	16	25993797	19380	98	1137472	11606.86	297451	263236.85	2	417859	13	183024103:127730097:127272468:182339291	41.11	170387963	194	620365959	3197762.68	98	96
GCA_009819705.1	fHipHip1	Hippoglossus hippoglossus	57	596792676	10470046.95	26312018	25745762.67	11	32675587	1459	347	593379286	1710026.76	7020318	9134423.79	23	21516758	166	290	3413390	11770.31	109387	121468.53	11	271614	13	171472042:125241079:125246350:171419815	42.21	139276072	347	593379286	1710026.76	290	57
GCA_947347685.1	fPlePla1	Pleuronectes platessa	356	687405470	1930914.24	26648505	24626229.4	12	33765178	1000	1428	687191070	481226.24	1477112	2156175.46	118	9084626	1000	1072	214400	200	200	200	536	200	200	197658449:146153211:145950419:197428991	42.51	225503064	1428	687191070	481226.24	1072	356
GCA_949316205.1	fPlaFle2.1	Platichthys flesus	109	597138466	5478334.55	26770804	25163807.84	11	31329391	9855	591	597042066	1010223.46	2078972	2907570.13	80	12042508	9855	482	96400	200	200	200	241	200	200	171381467:127263097:127012991:171384511	42.59	150612042	591	597042066	1010223.46	482	109
GCA_963576545.1	fLimLim1	Limanda limanda	339	717597899	2116807.96	28632645	25879617.67	12	41843667	16603	614	717542899	1168636.64	3420448	4646656.8	55	14028829	16603	275	55000	200	200	200	138	200	200	205761276:152952008:153244864:205584751	42.67	245452258	614	717542899	1168636.64	275	339
GCA_964266715.1	fMicKit1	Microstomus kitt	1581	752333918	475859.53	25769083	22165350.65	13	34612063	1000	1990	752252118	378016.14	2288625	2775296.35	94	9019000	1000	409	81800	200	200	200	205	200	200	219373794:156394840:156320501:220162983	41.57	271324861	1990	752252118	378016.14	409	1581
GCA_958295425.1	fSolSol10.1	Solea solea	243	643774986	2649279.78	29068826	29831758.6	10	47064963	1000	616	643700386	1044968.16	2587297	3139022.85	77	11520506	1000	373	74600	200	200	200	187	200	200	190409776:131560901:131520801:190208908	40.87	206364134	616	643700386	1044968.16	373	243
GCA_963457635.1	fMicVar1	Microchirus variegatus	188	724694306	3854756.95	29835075	30559493.01	10	47546321	1000	642	724603506	1128665.9	2444644	3012731.79	90	9798444	1000	454	90800	200	200	200	227	200	200	216335268:146169020:146319713:215779505	40.37	285158002	642	724603506	1128665.9	454	188
GCA_963854745.1	fScoMax1	Scophthalmus maximus	108	550297089	5095343.42	26138615	25612765.32	10	33057255	1000	913	550136089	602558.7	1410686	1844363.06	111	8478567	1000	805	161000	200	200	200	403	200	200	155816531:119321579:119442892:155555087	43.4	139144635	913	550136089	602558.7	805	108
GCA_900963305.2	fEcheNa1	Echeneis naucrates	38	544229243	14321822.18	23287306	22817327.9	11	28058824	16610	178	543629887	3054100.49	12371513	11549960.05	17	24563878	72	140	599356	4281.11	129073	153779.88	2	248230	13	159274449:112565889:112647628:159141921	41.43	115185947	178	543629887	3054100.49	140	38
GCA_905171665.2	fTraTra1	Trachurus trachurus	153	801243942	5236888.51	35447499	33541924.41	11	40754244	9798	375	801214780	2136572.75	6490592	8438522.12	35	21747208	11	222	29162	131.36	123	287.06	35	523	23	232537162:167967457:168070382:232639779	41.94	256156955	375	801214780	2136572.75	222	153
GCA_900634625.2	fParRan2	Parambassis ranga	157	551029983	3509745.11	22993012	23683880.92	10	46703924	1172	1680	540468435	321707.4	5080925	5998094.26	31	17068833	6	1523	10561548	6934.7	13447	27383.97	182	153246	1	155682214:114539197:114520810:155726214	42.38	134255659	1680	540468435	321707.4	1523	157
GCA_964374335.1	fAstCal1	Astatotilapia calliptera	31	933429770	30110637.74	39779922	45781898.53	10	85450608	16582	71	933425270	13146834.79	28161480	29033185.53	13	63580080	16582	40	4500	112.5	100	122.22	18	200	100	274641427:192016426:192167804:274599613	41.16	296483466	71	933425270	13146834.79	40	31
GCA_007364275.2	fArcCen1	Archocentrus centrarchus	189	932947025	4936227.65	35590001	31062583.64	13	43489282	6452	933	916043548	981825.88	2143410	2634444.67	129	8648377	1	744	16903477	22719.73	258816	467934.54	14	1459709	1	269147665:188861792:188830940:269203151	41.23	280709583	933	916043548	981825.88	744	189
GCA_963969265.1	fRhaChi2	Rhamphochromis sp. chilingali	82	921184210	11233953.78	39959964	44189497.64	10	72946008	1000	504	921099810	1827578.99	4163600	4891338.98	71	14381365	1000	422	84400	200	200	200	211	200	200	270986714:189538773:189652625:270921698	41.17	300852542	504	921099810	1827578.99	422	82
GCA_965226115.1	fAulStu2	Aulonocara stuartgranti	23	945383024	41103609.74	40335072	45844384.89	10	80478882	16584	54	945378724	17507013.41	37447771	34534141.39	11	69801386	16584	31	4300	138.71	200	155.81	11	200	100	278148970:194496147:194547279:278186328	41.15	308647866	54	945378724	17507013.41	31	23
GCA_020382885.1	fScaArg1	Scatophagus argus	48	570802272	11891714	24451451	24333584.96	11	29849514	16771	125	569090713	4552725.7	17189422	15508664.92	14	27124904	16771	77	1711559	22228.04	218670	193769.9	4	307685	10	166453368:118085702:118009157:166542486	41.49	117757757	125	569090713	4552725.7	77	48
GCA_014839685.1	fAnaAna1	Anableps anableps	33	867632993	26291908.88	39321252	37100784.05	11	43378579	1800	140	867326434	6195188.81	17460000	18100911.61	17	41113619	1800	107	306559	2865.04	110387	110258.56	2	144770	13	266505683:167119603:167146094:266555054	38.54	254102268	140	867326434	6195188.81	107	33
GCA_021462225.2	DD_fGirMul_XY1	Girardinichthys multiradiatus	73	1150020615	15753707.05	47419401	46679099.43	12	53595138	15762	482	1143848515	2373129.7	13818222	15771345.55	25	36915635	1	409	6172100	15090.71	278644	682478.48	5	1872598	1	342136333:229838293:229727931:342145958	40.18	434972284	482	1143848515	2373129.7	409	73
GCA_037039145.1	fFunDia1	Fundulus diaphanus	331	1351828608	4084074.34	57717734	55360138.38	12	65899194	11324	624	1348366868	2160844.34	11036555	13520312.22	35	41039661	11324	293	3461740	11814.81	91382	91197.6	13	172721	13	396178703:277923548:278025368:396239249	41.23	562366715	624	1348366868	2160844.34	293	331
GCA_963514085.1	fCheLab1	Chelon labrosus	363	717420143	1976364.03	30303911	28670714.39	12	39510717	1000	973	717298143	737202.61	2544200	3151085.65	85	9746000	1000	610	122000	200	200	200	305	200	200	206783744:151672755:151769511:207072133	42.3	192577186	973	717298143	737202.61	610	363
GCA_017639745.1	fMelBoe1	Melanotaenia boesemani	93	865592505	9307446.29	37878235	36299080.61	11	44752309	874	533	862374604	1617963.61	9299978	10182726.36	28	27050739	165	440	3217901	7313.41	216060	201934.1	6	479078	12	260146653:170902061:171051044:260274846	39.65	245125547	533	862374604	1617963.61	440	93
GCA_933228915.1	fTelBon1	Telmatherina bonti	146	986039709	6753696.64	41523244	41052471.27	12	48058054	1000	1475	985773909	668321.29	1254875	1500994.26	246	5328072	1000	1329	265800	200	200	200	665	200	200	287842570:205580620:205105785:287244934	41.66	383660111	1475	985773909	668321.29	1329	146
GCA_027942865.1	fOdoBon6	Odontesthes bonariensis	189	945823896	5004359.24	39252737	39209294.32	12	48530455	10916	471	945732096	2007923.77	9831534	11257628.14	29	28577103	10916	282	91800	325.53	500	392.81	92	500	200	276297214:196431499:196188214:276815169	41.51	322887591	471	945732096	2007923.77	282	189
GCA_048628825.1	fMenAtl1	Menidia menidia	457	571276089	1250057.09	23854799	22866302.07	11	30213143	1000	1324	571189389	431411.93	4610982	6708135.87	29	19931239	1000	867	86700	100	100	100	434	100	100	165129140:120434710:120416963:165208576	42.17	157332091	1324	571189389	431411.93	867	457
GCA_014839995.1	fXenCan1	Xenentodon cancila	410	736214936	1795646.19	28679447	28974647.65	12	36457923	12323	1783	728711352	408699.58	2195850	3109679.04	83	12314416	19	1373	7503584	5465.1	174451	268815.65	11	713629	6	213356400:150931192:150799142:213624618	41.41	195145153	1783	728711352	408699.58	1373	410
GCA_020510985.1	fPhoLeu1	Pholidichthys leucotaenia	512	6032307556	11781850.7	435632707	412389259.2	7	501236086	766	3092	5979526732	1933870.22	5866050	7242616.88	304	30826243	55	2580	52780824	20457.68	407843	618599.76	35	2006918	3	1658801355:1330886118:1330993244:1658846015	44.52	4483515825	3092	5979526732	1933870.22	2580	512
GCA_949357725.1	fHypImm3	Hyperoplus immaculatus	1568	797804280	508803.75	31412174	28598674.29	12	38608367	1000	2756	797566680	289392.84	1486508	1761179.32	160	7214000	1000	1188	237600	200	200	200	594	200	200	234924337:163816323:164015084:234810936	41.1	314165629	2756	797566680	289392.84	1188	1568
GCA_949987685.1	fAmmMar1	Ammodytes marinus	617	777835610	1260673.6	31846471	30198617.37	12	39742375	1000	1634	777632210	475907.11	2041615	2499417.32	115	11859408	1000	1017	203400	200	200	200	509	200	200	228533616:160117672:160417430:228563492	41.22	299724053	1634	777632210	475907.11	1017	617
GCA_902148845.1	fSalaFa1	Salarias fasciatus	202	797490645	3947973.49	32729575	31502071.61	11	41705463	3075	804	787042748	978908.89	2597836	3549393.36	86	15801682	806	602	10447897	17355.31	464238	529855.5	8	1418808	13	218986541:174513061:174461288:219081858	44.34	203942762	804	787042748	978908.89	602	202
GCA_963422515.1	fBleOce1	Blennius ocellaris	525	728745255	1388086.2	29635927	26993794.03	12	37598765	1000	2150	728420255	338800.12	1116256	1267673.4	202	5130559	1000	1625	325000	200	200	200	813	200	200	207167951:157572514:156764344:206915446	43.15	228194058	2150	728420255	338800.12	1625	525
GCA_963383615.1	fLipPho2	Lipophrys pholis	847	768243328	907016.92	31905247	31092609.87	11	55899835	1000	1445	768123712	531573.5	3299550	4101843.01	68	15023454	1000	598	119616	200.03	200	200.03	299	216	200	222552128:161749367:161431374:222390843	42.07	213384645	1445	768123712	531573.5	598	847
GCA_049082185.1	fCriAus1	Cristiceps australis	793	619674967	781431.23	26025653	24077917.16	11	38431221	3392	1973	619440267	313958.57	1816655	2838566.38	86	13778008	3392	1180	234700	198.9	200	199.45	587	200	100	171995187:138302195:137727106:171415779	44.56	179588763	1973	619440267	313958.57	1180	793
GCA_048569125.1	fDirArg1	Diretmus argenteus	5504	1517026147	275622.48	41803795	30957241.03	16	56497672	2184	8869	1516359347	170972.98	542425	866030.46	693	5144678	2184	3365	666800	198.16	200	199.07	1667	200	100	423557958:333708819:335017160:424075410	44.1	751095275	8869	1516359347	170972.98	3365	5504
GCA_043641665.1	fEnoArm2	Enoplosus armatus	135	579881259	4295416.73	25576037	24512409.87	11	31379816	6000	249	579858759	2328750.04	17101116	15248301.38	14	27283186	6000	114	22500	197.37	200	198.67	57	200	100	168229895:121762464:121798336:168068064	42	129998885	249	579858759	2328750.04	114	135
GCA_019677235.1	fMicSal1	Micropterus salmoides	202	877669248	4344897.27	37181689	37646992.22	11	56195885	723	874	877334246	1003814.93	5637587	8227554.71	39	31010494	723	672	335002	498.51	500	500	336	500	1	259394396:179223866:179338265:259377719	40.87	249639379	874	877334246	1003814.93	672	202
GCA_009762535.1	fNotCel1	Notolabrus celidotus	468	846760650	1809317.63	37090664	34741486.69	11	42375795	2375	1603	832492169	519333.85	3748462	4545485.68	64	15274844	2	1135	14268481	12571.35	155974	244215.46	20	649632	1	246283329:170059809:170080673:246068358	40.86	275074018	1603	832492169	519333.85	1135	468
GCA_020745685.1	fTauAds1	Tautogolabrus adspersus	64	723582185	11305971.64	31691308	30969509.49	11	37089861	533	347	719325965	2072985.49	7919333	9645002.25	27	24542842	533	283	4256220	15039.65	148732	343025.45	7	1019239	13	211095559:148474978:148680928:211074500	41.31	195117918	347	719325965	2072985.49	283	64
GCA_963584025.1	fLabMix1	Labrus mixtus	325	740579663	2278706.66	30403003	28277612.53	12	36961920	1000	895	740465649	827335.92	2678957	3616424.39	75	13836681	1000	570	114014	200.02	200	200.03	285	214	200	219108695:150940841:150956996:219459117	40.77	245630357	895	740465649	827335.92	570	325
GCA_963930695.1	fLabBer1	Labrus bergylta	132	720227340	5456267.73	31261685	30587692.91	11	38007505	1000	947	720064340	760363.61	2715806	3304374.86	79	11782793	1000	815	163000	200	200	200	408	200	200	213741730:146342192:145950015:214030403	40.59	213222424	947	720064340	760363.61	815	132
GCA_947650265.1	fSymMel2	Symphodus melops	395	636368453	1611059.37	27641414	28816250.99	10	56958096	1000	1774	636092653	358564.07	1186940	1463096.39	156	5978371	1000	1379	275800	200	200	200	690	200	200	184948256:132925486:133097878:185121033	41.82	178562354	1774	636092653	358564.07	1379	395
GCA_047301625.1	fChoSch1	Choerodon schoenleinii	43	865958939	20138579.98	38173469	36274165.36	11	43504620	25000	54	865957839	16036256.28	37536982	34597620.32	11	43504620	25000	11	1100	100	100	100	6	100	100	253060198:180087492:179832748:252977401	41.56	253424643	54	865957839	16036256.28	11	43
GCA_900634415.1	fCotGob3	Cottoperca gobio	322	609391784	1892521.07	25156145	23496921.88	11	30479438	3451	767	606837809	791183.58	5939854	7591914.71	28	22111475	6	445	2553975	5739.27	242900	240145.42	4	500417	9	178982552:124297770:124257939:179299548	40.96	169191857	767	606837809	791183.58	445	322
GCA_904848185.1	fAcaLat1	Acanthopagrus latus	65	685127588	10540424.43	30717905	28876135.05	11	35910746	24678	214	685112688	3201461.16	14880455	12703409.57	18	23498676	6946	149	14900	100	100	100	75	100	100	198395240:144250144:144109362:198357942	42.09	152088249	214	685112688	3201461.16	149	65
GCA_910591455.2	fPhoGun1	Pholis gunnellus	101	588696950	5828682.67	25364761	25181568.69	11	31680502	11199	519	588559950	1134026.88	3519450	4199732.08	51	14088283	10162	418	137000	327.75	500	447.45	137	500	100	169757555:124586401:124453326:169762668	42.31	140850849	519	588559950	1134026.88	418	101
GCA_028022725.1	fLycPai1	Lycodopsis pacificus	109	646369862	5929998.73	27720618	26932372.53	11	33962080	1000	475	646296662	1360624.55	4715471	5880790.82	39	16238479	1000	366	73200	200	200	200	183	200	200	184122236:138819904:138982651:184371871	42.98	187789882	475	646296662	1360624.55	366	109
GCA_949748355.1	fMelGel1.1	Melanostigma gelatinosum	534	661975483	1239654.46	27978033	25542901.33	11	33869925	1000	1123	661856283	589364.46	1934223	2300672.72	103	6981126	1000	589	119200	202.38	200	204.7	291	400	200	192524299:138688696:138491049:192152239	41.88	214105114	1123	661856283	589364.46	589	534
GCA_949606895.1	fNotRos5.1	Notothenia rossii 	943	1042906029	1105944.89	89684120	80594044.55	6	97391511	1000	5100	1042074629	204328.36	383412	526665.99	770	3027947	1000	4157	831400	200	200	200	2079	200	200	305651173:215989719:216084786:304348951	41.46	458600357	5100	1042074629	204328.36	4157	943
GCA_963514095.1	fEutGur1	Eutrigla gurnardus	319	680483561	2133177.31	29198404	27331091.06	11	37750515	1000	872	680372961	780244.22	2351664	2741606.25	88	8085252	1000	553	110600	200	200	200	277	200	200	193514680:146614593:146853140:193390548	43.13	198922317	872	680372961	780244.22	553	319
GCA_048129235.1	fEpiMut1	Epinephelus rankini	386	1035398499	2682379.53	41744182	40893601.96	12	49657586	6945	407	1035394299	2543966.34	36345755	32618232.58	13	45199080	6945	21	4200	200	200	200	11	200	200	304040845:214066744:214131978:303154732	41.36	314029238	407	1035394299	2543966.34	21	386
GCA_041903045.1	fEpiLan1	Epinephelus lanceolatus	176	1089387278	6189700.44	45765254	45519832.34	12	53692833	248	183	1089383778	5952916.82	44383456	43040597.05	12	53692833	248	7	3500	500	500	500	4	500	500	319695814:225213128:225249389:319225447	41.35	346628224	183	1089383778	5952916.82	7	176
GCA_017976325.1	fCheRos1	Chelmon rostratus	29	644208416	22214083.31	27778429	27477894.51	11	33767321	16523	89	644197036	7238168.94	16959746	16466865.56	15	29002362	618	60	11380	189.67	200	269.52	18	500	16	184939794:137137365:137074693:185045184	42.57	134642605	89	644197036	7238168.94	60	29
GCA_039877785.1	fChaTrf1	Chaetodon trifascialis	37	662505520	17905554.59	29139200	28122090.14	11	35129900	16497	86	662495920	7703440.93	21327470	18942293.02	13	34891952	16497	49	9600	195.92	200	197.92	24	200	100	189490805:141782613:141705937:189516565	42.79	149750967	86	662495920	7703440.93	49	37
GCA_045363895.1	fPriTyp1	Pristipomoides typus	283	1147302341	4054071.88	49091459	46981405.5	11	56331368	7404	367	1147285741	3126119.19	20615779	24446992.73	17	48432439	7404	84	16600	197.62	200	198.8	42	200	100	345166761:228493765:228376532:345248683	39.82	394664938	367	1147285741	3126119.19	84	283
GCA_048128725.1	fSymNem1	Symphorus nematophorus	86	1079363760	12550741.4	46473589	45469810.94	11	55338275	9566	156	1079350460	6918913.21	40433363	35298590.91	12	54915531	9566	70	13300	190	200	194.74	34	200	100	327703674:212140024:212114459:327392303	39.31	346753571	156	1079350460	6918913.21	70	86
GCA_048129055.1	fCaeTer1	Caesio teres	323	1078118487	3337828.13	42904923	40575371.47	12	65931628	9111	352	1078112687	3062820.13	36254855	33033980.74	13	63504530	9111	29	5800	200	200	200	15	200	200	319839866:219455634:219428411:319388776	40.71	352780070	352	1078112687	3062820.13	29	323
