Accession,Clade,total_paths,total_gaps,total_telomeres,mean_length,median_length,min_length,max_length,two_telomeres,one_telomere,no_telomeres,t2t,gapped_t2t,missassembled,gapped_missassembled,incomplete,gapped_incomplete,no_telomeres_comp,gapped_no_telomeres,discordant,gapped_discordant,core_id,version_num,with_telomeres,n_chromosomes,two_telomeres_pct,one_telomere_pct,with_telomeres_pct,total_telomeres_pct_of_ends,Complete_BUSCO,Single_BUSCO,Duplicated_BUSCO,Fragmented_BUSCO,Missing_BUSCO,STOP_BUSCO,Frameshift_BUSCO,Complete_Compleasm,Single_Compleasm,Duplicated_Compleasm,Retrocopy_Compleasm,Fragmented_Compleasm,Missing_Compleasm,Frameshift_Compleasm,# scaffolds,Total scaffold length,Average scaffold length,Scaffold N50,Scaffold auN,Scaffold L50,Largest scaffold,Smallest scaffold,# contigs,Total contig length,Average contig length,Contig N50,Contig auN,Contig L50,Largest contig,Smallest contig,# gaps in scaffolds,Total gap length in scaffolds,Average gap length in scaffolds,Gap N50 in scaffolds,Gap auN in scaffolds,Gap L50 in scaffolds,Largest gap in scaffolds,Smallest gap in scaffolds,Base composition (A:C:G:T),GC content,# soft-masked bases,# segments,Total segment length,Average segment length,# gaps,# paths,Technology,Extended lineage,Assembly tech,Complete_BUSCO_log10p1,Single_BUSCO_log10p1,Duplicated_BUSCO_log10p1,Fragmented_BUSCO_log10p1,Missing_BUSCO_log10p1,STOP_BUSCO_log10p1,Frameshift_BUSCO_log10p1,Complete_Compleasm_log10p1,Single_Compleasm_log10p1,Duplicated_Compleasm_log10p1,Retrocopy_Compleasm_log10p1,Fragmented_Compleasm_log10p1,Missing_Compleasm_log10p1,Frameshift_Compleasm_log10p1,# scaffolds_log10p1,Total scaffold length_log10p1,Average scaffold length_log10p1,Scaffold N50_log10p1,Scaffold auN_log10p1,Scaffold L50_log10p1,Largest scaffold_log10p1,Smallest scaffold_log10p1,# contigs_log10p1,Total contig length_log10p1,Average contig length_log10p1,Contig N50_log10p1,Contig auN_log10p1,Contig L50_log10p1,Largest contig_log10p1,Smallest contig_log10p1,# gaps in scaffolds_log10p1,Total gap length in scaffolds_log10p1,Average gap length in scaffolds_log10p1,Gap N50 in scaffolds_log10p1,Gap auN in scaffolds_log10p1,Gap L50 in scaffolds_log10p1,Largest gap in scaffolds_log10p1,Smallest gap in scaffolds_log10p1,Base composition (A:C:G:T)_log10p1,GC content_log10p1,# soft-masked bases_log10p1,# segments_log10p1,Total segment length_log10p1,Average segment length_log10p1,# gaps_log10p1,# paths_log10p1
GCA_046129695.1,birds,40,176,45,8679.87,5671,570,49984,15,16,7,1,8,0,6,0,16,1,6,0,0,46129695,1,31,40,37.5,40,77.5,56.25,3318,3296,22,6,66,167,529,3321,3306,14,1,6,63,62,161,1207550942,7500316.41,73424396,70680590.77,6,157315129,29343,337,1207519742,3583144.64,29140630,39053508.84,11,112323262,15116,176,31200,177.27,200,187.18,78,200,100,,43.26,270467331,337,1207519742,3583144.64,176,161,HiFi,Birds,HiFi,3.521007252,3.518118947,1.361727836,0.84509804,1.826074803,2.225309282,2.72427587,3.521399628,3.519434195,1.176091259,0.301029996,0.84509804,1.806179974,1.799340549,2.209515015,9.081905461,6.875079643,7.865840389,7.849300177,0.84509804,8.196770494,4.467519314,2.5289167,9.08189424,6.554264461,7.464498952,7.591660071,1.079181246,8.050469711,4.179465613,2.247973266,4.494168513,2.251078264,2.303196057,2.274573464,1.897627091,2.303196057,2.004321374,,1.64601141,8.432114817,2.5289167,9.08189424,6.554264461,2.247973266,2.209515015
GCA_951394365.1,birds,40,963,15,4550.8,3789,595,11262,0,15,25,0,0,0,0,1,14,1,24,0,0,951394365,1,15,39,0,38.46153846,38.46153846,19.23076923,3370,3359,11,5,15,149,430,3374,3368,6,0,5,11,60,318,1013184029,3186113.3,71401156,83681863.15,5,193917226,1000,1291,1012989429,784654.86,1909808,2456956.57,152,10141983,1000,973,194600,200,200,200,487,200,200,,41.49,207259759,1291,1012989429,784654.86,973,318,HiFi,Birds,HiFi,3.527758753,3.526339277,1.079181246,0.77815125,1.204119983,2.176091259,2.63447727,3.528273777,3.527501011,0.84509804,0,0.77815125,1.079181246,1.785329835,2.503790683,9.005688336,6.503261352,7.853705249,7.922631346,0.77815125,8.287616392,3.000434077,3.111262514,9.005604914,5.894679223,6.280989936,6.390397657,2.184691431,7.006122921,3.000434077,2.988558957,5.289145068,2.303196057,2.303196057,2.303196057,2.688419822,2.303196057,2.303196057,,1.628286731,8.316514991,3.111262514,9.005604914,5.894679223,2.988558957,2.503790683
GCF_027887145.1,birds,40,354,25,6036.68,6304,1836,12621,5,15,20,0,5,0,0,0,15,0,20,0,0,27887145,1,20,40,12.5,37.5,50,31.25,3368,3351,17,5,17,171,524,3376,3365,7,4,4,10,65,282,1241209685,4401452.78,78443464,72425308.06,6,157152855,14639,645,1238290578,1919830.35,8252193,11712607.86,39,43812934,14639,363,2919107,8041.62,201234,200148.5,5,391762,13,,43.5,346451704,645,1238290578,1919830.35,363,282,HiFi,Birds,HiFi,3.527501011,3.52530401,1.255272505,0.77815125,1.255272505,2.235528447,2.720159303,3.528531061,3.527114112,0.903089987,0.698970004,0.698970004,1.041392685,1.819543936,2.451786436,9.093845156,6.643596146,7.894556769,7.859890357,0.84509804,8.196322278,4.165541077,2.810232518,9.092822569,6.283263079,6.916569429,7.06865364,1.602059991,7.641602347,4.165541077,2.561101384,6.465250163,3.90539755,5.303703518,5.30135451,0.77815125,5.593023417,1.146128036,,1.648360011,8.539642703,2.810232518,9.092822569,6.283263079,2.561101384,2.451786436
GCF_036013445.1,birds,40,106,21,6762.14,7080,619,10079,3,15,22,0,2,0,1,5,10,11,11,0,0,36013445,1,18,40,7.5,37.5,45,26.25,3382,3374,8,2,6,213,600,3389,3385,3,1,0,1,55,807,1285851275,1593372.09,79699707,94658158.21,5,216431472,16521,924,1285830875,1391591.86,25101800,33378463.33,14,97706909,15010,117,20400,174.36,200,185.29,51,200,100,,44.64,351280510,924,1285830875,1391591.86,117,807,HiFi,Birds,HiFi,3.529301998,3.528273777,0.954242509,0.477121255,0.84509804,2.330413773,2.778874472,3.530199698,3.529686954,0.602059991,0.301029996,0,0.301029996,1.748188027,2.907411361,9.10919074,6.202317478,7.90145673,7.976158055,0.77815125,8.335320415,4.218062618,2.966141733,9.10918385,6.143512192,7.399704882,7.523466352,1.176091259,7.989925279,4.176409625,2.071882007,4.309651456,2.243930537,2.303196057,2.270189543,1.716003344,2.303196057,2.004321374,,1.659345636,8.545654056,2.966141733,9.10918385,6.143512192,2.071882007,2.907411361
GCF_036417665.1,birds,40,192,31,10643.5,9601,2806,21261,6,22,12,0,3,0,3,2,20,2,10,0,0,36417665,1,28,39,15.38461538,56.41025641,71.79487179,39.74358974,3356,3326,30,4,30,176,480,3359,3337,18,4,6,25,66,334,1310114252,3922497.76,83066519,78072231.98,6,161085800,2000,536,1310073852,2444167.63,20590000,27676114.39,17,85645488,2000,202,40400,200,200,200,101,200,200,,43.99,384328957,536,1310073852,2444167.63,202,334,HiFi,Birds,HiFi,3.525951341,3.522052801,1.491361694,0.698970004,1.491361694,2.247973266,2.682145076,3.526339277,3.523486332,1.278753601,0.698970004,0.84509804,1.414973348,1.826074803,2.525044807,9.117309171,6.593562815,7.919426016,7.892496601,0.84509804,8.207057261,3.301247089,2.729974286,9.117295779,6.388131166,7.313656368,7.442105133,1.255272505,7.932704493,3.301247089,2.307496038,4.606392115,2.303196057,2.303196057,2.303196057,2.008600172,2.303196057,2.303196057,,1.653115993,8.584703108,2.729974286,9.117295779,6.388131166,2.307496038,2.525044807
GCF_929443795.1,birds,40,183,21,8128.81,8430,3358,11376,1,19,20,0,0,0,1,2,17,5,15,0,0,929443795,1,20,40,2.5,47.5,50,26.25,3380,3368,12,1,9,201,542,3386,3382,4,0,0,4,47,455,1398027955,3072588.91,35025567,36614331.99,15,89764762,1000,638,1397991355,2191209.02,17712854,17962654.25,27,45294000,1000,183,36600,200,200,200,92,200,200,,43.78,373314682,638,1397991355,2191209.02,183,455,HiFi,Birds,HiFi,3.529045171,3.527501011,1.113943352,0.301029996,1,2.305351369,2.73479983,3.529815197,3.529301998,0.698970004,0,0,0.698970004,1.681241237,2.658964843,9.145515856,6.4875046,7.544385187,7.563651127,1.204119983,7.953105889,3.000434077,2.805500858,9.145504486,6.340684005,7.248288567,7.254370535,1.447158031,7.656040685,3.000434077,2.264817823,4.563492951,2.303196057,2.303196057,2.303196057,1.968482949,2.303196057,2.303196057,,1.651084089,8.572075072,2.805500858,9.145504486,6.340684005,2.264817823,2.658964843
GCA_901001165.2,fish,40,2954,12,2522.83,2178,527,6754,3,8,28,0,0,0,3,0,8,0,28,0,0,901001165,2,11,40,7.5,20,27.5,15,3347,1464,1883,25,18,127,328,3351,1692,1653,6,24,15,108,1441,2371880186,1645995.97,52209666,54602379.48,18,97529106,6004,5382,2298279481,427030.75,1692994,2959943.04,295,14403744,1,3941,73600705,18675.64,132444,197172.97,162,1160791,1,,43.36,1206892863,5382,2298279481,427030.75,3941,1441,CLR,Ray-finned fishes,CLR II,3.524785449,3.165837625,3.275080898,1.414973348,1.278753601,2.10720997,2.517195898,3.52530401,3.228656958,3.218535505,0.84509804,1.397940009,1.204119983,2.037426498,3.15896526,9.375092747,6.216429031,7.717750923,7.737211577,1.278753601,7.989134248,3.778513012,3.73102438,9.36140284,5.630460166,6.228655675,6.4712835,2.471291711,7.158475424,0.301029996,3.59571662,7.86688198,4.271298748,5.122035568,5.294849581,2.212187604,6.064754406,0.301029996,,1.646991537,9.081668719,3.73102438,9.36140284,5.630460166,3.59571662,3.15896526
GCF_048164855.1,mammals,40,161,29,4771.41,3952,781,9828,6,17,17,0,6,0,0,2,15,1,16,0,0,48164855,1,23,40,15,42.5,57.5,36.25,3364,3230,134,5,21,240,688,3374,3288,20,66,6,10,66,250,2495606587,9982426.35,65569260,69017026.44,15,125236116,4299,417,2495576687,5984596.37,31962680,32169896.58,28,93831034,4299,167,29900,179.04,200,188.29,75,200,100,,41.56,857679421,417,2495576687,5984596.37,167,250,HiFi,Mammals,HiFi,3.526985069,3.509336958,2.130333768,0.77815125,1.342422681,2.382017043,2.838219222,3.528273777,3.517063873,1.322219295,1.826074803,0.84509804,1.041392685,1.826074803,2.399673721,9.397176123,6.999236158,7.816700289,7.83895625,1.204119983,8.097729594,3.633468456,2.621176282,9.39717092,6.777034937,7.5046432,7.507449678,1.462397998,7.972346507,3.633468456,2.225309282,4.475685713,2.255369004,2.303196057,2.277127671,1.880813592,2.303196057,2.004321374,,1.629001619,8.93332499,2.621176282,9.39717092,6.777034937,2.225309282,2.399673721
GCA_035084275.1,sharks,40,1902,21,9002.52,8871,5032,13342,11,10,19,0,0,0,11,0,10,0,19,0,0,35084275,1,21,40,27.5,25,52.5,26.25,3005,2956,49,55,330,65,246,3002,2983,19,0,61,327,101,532,1003172678,1885662.93,42627691,72370790.04,5,156096171,14133,2484,1002782278,403696.57,1059761,1725336.61,231,10939731,14133,1952,390400,200,200,200,976,200,200,,42.85,426640582,2484,1002782278,403696.57,1952,532,HiFi,Cartilaginous fishes,HiFi,3.477988976,3.470851325,1.698970004,1.748188027,2.519827994,1.819543936,2.392696953,3.477555332,3.474798819,1.301029996,0,1.792391689,2.515873844,2.008600172,2.726727209,9.001375696,6.275464294,7.629691819,7.85956332,0.77815125,8.193392253,4.150265087,3.395326393,9.001206651,5.606056135,6.025208343,6.236874089,2.365487985,7.039006683,4.150265087,3.290702243,5.591510921,2.303196057,2.303196057,2.303196057,2.989894564,2.303196057,2.303196057,,1.641969598,8.630062164,3.395326393,9.001206651,5.606056135,3.290702243,2.726727209
GCA_964194155.1,sharks,40,2721,8,5048.12,4853,1245,10426,1,6,33,0,0,0,1,0,6,1,32,0,0,964194155,1,7,39,2.564102564,15.38461538,17.94871795,10.25641026,3329,3257,72,30,31,73,174,3329,3302,9,18,33,28,41,5088,3993866540,784958.05,126028485,122817154.5,12,250190555,1000,7866,3993310905,507667.29,1961965,2893538.05,530,15005526,1000,2778,555635,200.01,200,200.01,1389,221,200,,44.49,2017544342,7866,3993310905,507667.29,2778,5088,HiFi,Cartilaginous fishes,HiFi,3.522444234,3.51295108,1.86332286,1.491361694,1.505149978,1.86923172,2.243038049,3.522444234,3.518908574,1,1.278753601,1.531478917,1.462397998,1.62324929,3.706632451,9.601393548,5.894847001,8.100468719,8.089259035,1.113943352,8.398270912,3.000434077,3.89580915,9.601333124,5.705580037,6.292691477,6.461429348,2.725094521,7.176251253,3.000434077,3.443888547,5.744790376,2.303217664,2.303196057,2.303217664,3.1430148,2.346352974,2.303196057,,1.657915937,9.304823089,3.89580915,9.601333124,5.705580037,3.443888547,3.706632451
GCA_016904835.1,birds,39,142,3,2344,2342,1313,3377,1,2,36,0,0,1,0,0,2,3,33,0,0,16904835,1,3,38,2.631578947,5.263157895,7.894736842,3.947368421,3356,3331,25,9,25,189,657,3357,3343,14,0,10,23,160,206,1077387582,5230036.81,40827287,53684441.59,8,136573486,7106,401,1073171703,2676238.66,16681756,23963840.47,17,72995027,3373,195,4215879,21619.89,73894,145081.38,14,467950,13,,42.41,196869961,401,1073171703,2676238.66,195,206,CLR,Birds,CLR,3.525951341,3.522704993,1.414973348,1,1.414973348,2.278753601,2.818225894,3.526080692,3.524266269,1.176091259,0,1.041392685,1.380211242,2.206825876,2.315970345,9.032371966,6.718504829,7.610950532,7.729848448,0.954242509,8.135366398,3.851686315,2.604226053,9.030669213,6.427525002,7.222241791,7.379556438,1.255272505,7.863293279,3.528145078,2.292256071,6.624888241,4.334873567,4.868615053,5.161614671,1.176091259,5.67020038,1.146128036,,1.637589786,8.294179457,2.604226053,9.030669213,6.427525002,2.292256071,2.315970345
GCA_017639485.1,birds,39,251,2,7825.5,7825,1419,14232,0,2,37,0,0,0,0,1,1,3,34,0,0,17639485,1,2,38,0,5.263157895,5.263157895,2.631578947,3371,3360,11,4,15,243,701,3380,3373,7,0,2,8,101,107,1247767512,11661378.62,87527607,105986799,5,222690203,3688,375,1235472775,3294594.07,15203797,21179057.87,23,79609756,495,268,12294737,45875.88,325410,477784.7,10,1320089,13,,42.7,256679703,375,1235472775,3294594.07,268,107,CLR,Birds,CLR II,3.527887566,3.526468512,1.079181246,0.698970004,1.204119983,2.387389826,2.846337112,3.529045171,3.528145078,0.903089987,0,0.477121255,0.954242509,2.008600172,2.033423755,9.096133674,7.066749933,7.94214506,8.02525178,0.77815125,8.347701113,3.566908655,2.575187845,9.09183318,6.517802044,7.181952091,7.325906658,1.380211242,7.900966298,2.695481676,2.42975228,7.089719278,4.661593875,5.512432229,5.679233147,1.041392685,6.120603541,1.146128036,,1.640481437,8.40939153,2.575187845,9.09183318,6.517802044,2.42975228,2.033423755
GCA_027559615.1,birds,39,410,15,8096.87,8092,1686,15722,1,13,25,0,1,0,0,0,13,2,23,0,0,27559615,1,14,38,2.631578947,34.21052632,36.84210526,19.73684211,3361,3348,13,8,21,191,605,3369,3359,10,0,7,14,80,455,1193419045,2622899,75254055,71975411.73,6,156254668,18654,890,1190996522,1338198.34,7308823,9387824.14,44,32755575,17121,435,2422523,5569.02,145187,229343.95,4,587868,13,,42.32,257521613,890,1190996522,1338198.34,435,455,HiFi,Birds,HiFi,3.526597709,3.524915148,1.146128036,0.954242509,1.342422681,2.283301229,2.782472624,3.527629901,3.526339277,1.041392685,0,0.903089987,1.176091259,1.908485019,2.658964843,9.076792965,6.418781733,7.876529912,7.857184164,0.84509804,8.193833003,4.270795253,2.949877704,9.075910494,6.126520811,6.863847504,6.972564992,1.653212514,7.515285241,4.233554493,2.639486489,6.384268088,3.745856755,5.161930723,5.360489182,0.698970004,5.769280559,1.146128036,,1.636688448,8.410813686,2.949877704,9.075910494,6.126520811,2.639486489,2.658964843
GCA_036417535.1,birds,39,99,8,6764.75,6934,1575,12144,2,6,31,0,0,0,2,1,5,10,21,0,0,36417535,1,8,38,5.263157895,15.78947368,21.05263158,10.52631579,3385,3376,9,1,4,232,543,3387,3380,7,0,1,2,52,329,1273933319,3872137.75,84623986,96590416.81,5,215693158,16918,429,1273913319,2969494.92,25335467,45572198.56,10,122418308,16918,100,20000,200,200,200,50,200,200,,43.25,277991385,429,1273913319,2969494.92,100,329,HiFi,Birds,HiFi,3.529686954,3.528531061,1,0.301029996,0.698970004,2.367355921,2.7355989,3.529943402,3.529045171,0.903089987,0,0.301029996,0.477121255,1.72427587,2.51851394,9.105146697,6.587950911,7.927493483,7.984934045,0.77815125,8.333836371,4.22837469,2.633468456,9.105139879,6.472682733,7.403728931,7.65869999,1.041392685,8.087846376,4.22837469,2.004321374,4.30105171,2.303196057,2.303196057,2.303196057,1.707570176,2.303196057,2.303196057,,1.645913275,8.444031339,2.633468456,9.105139879,6.472682733,2.004321374,2.51851394
GCA_964237585.1,birds,39,576,24,3798,3305,528,9417,4,17,18,0,3,0,1,0,17,2,16,0,0,964237585,1,21,38,10.52631579,44.73684211,55.26315789,31.57894737,3373,3361,12,1,16,192,502,3379,3368,11,0,1,10,47,818,1282411533,1567740.26,90336355,94025002.23,5,215888759,1000,1421,1282290933,902386.3,3673000,4535252.64,104,17049112,1000,603,120600,200,200,200,302,200,200,,44.7,320069551,1421,1282290933,902386.3,603,818,HiFi,Birds,HiFi,3.528145078,3.526597709,1.113943352,0.301029996,1.230448921,2.285557309,2.701567985,3.5289167,3.527501011,1.079181246,0,0.301029996,1.041392685,1.681241237,2.913283902,9.108027415,6.195274388,7.955862568,7.973243357,0.77815125,8.334230032,3.000434077,3.152899596,9.107986572,5.955392975,6.565021047,6.656601581,2.021189299,7.231701789,3.000434077,2.781036939,5.081350909,2.303196057,2.303196057,2.303196057,2.481442629,2.303196057,2.303196057,,1.6599162,8.505244362,3.152899596,9.107986572,5.955392975,2.781036939,2.913283902
GCF_015227805.1,birds,39,942,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1,38,0,0,15227805,1,0,41,0,0,0,0,3341,3323,18,13,36,228,654,3344,3334,8,2,12,33,80,617,1105955550,1792472.53,76187387,75993000.51,5,156035725,668,1719,1080421139,628517.24,2794774,4137552.64,100,18822688,324,1102,25534411,23170.97,67235,160105.46,81,859144,10,,42.54,223105571,1719,1080421139,628517.24,1102,617,CLR,Birds,CLR I,3.524006446,3.521661015,1.278753601,1.146128036,1.568201724,2.359835482,2.8162413,3.524396122,3.523095838,0.954242509,0.477121255,1.113943352,1.531478917,1.908485019,2.790988475,9.043737673,6.253452751,7.881883085,7.880773598,0.77815125,8.193224046,2.825426118,3.235528447,9.033593073,5.798317886,6.44634685,6.616743637,2.004321374,7.274681667,2.511883361,3.042575512,7.407125861,4.364962958,4.827601869,5.204408855,1.913813852,5.934066467,1.041392685,,1.638888425,8.348510417,3.235528447,9.033593073,5.798317886,3.042575512,2.790988475
GCF_963662255.1,birds,39,657,13,10087.3,9195,1755,19937,1,11,27,0,1,0,0,0,11,0,27,0,0,963662255,1,12,39,2.564102564,28.20512821,30.76923077,16.66666667,3366,3356,10,7,17,196,576,3374,3366,8,0,6,10,58,278,1170855695,4211711.13,74357285,69964066.98,6,152364536,1000,936,1170724095,1250773.61,3563180,4044994.22,103,10379991,1000,658,131600,200,200,200,329,200,200,,42.82,301339039,936,1170724095,1250773.61,658,278,HiFi,Birds,HiFi,3.527243116,3.525951341,1.041392685,0.903089987,1.255272505,2.294466226,2.761175813,3.528273777,3.527243116,0.954242509,0,0.84509804,1.041392685,1.770852012,2.445604203,9.068503373,6.62445868,7.87132353,7.844875053,0.84509804,8.182883896,3.000434077,2.971739591,9.068454557,6.097179057,6.551837884,6.606918013,2.017033339,7.016197019,3.000434077,2.818885415,5.119259189,2.303196057,2.303196057,2.303196057,2.51851394,2.303196057,2.303196057,,1.641672373,8.4790554,2.971739591,9.068454557,6.097179057,2.818885415,2.445604203
GCF_963932015.1,birds,39,624,24,6293.96,6021,3825,9455,2,21,16,0,1,0,1,0,21,1,15,0,0,963932015,1,23,39,5.128205128,53.84615385,58.97435897,30.76923077,3377,3365,12,3,10,130,393,3382,3375,7,0,4,4,58,395,1189313589,3010920.48,76435830,90306606.11,5,205008147,1000,1026,1189187708,1159052.35,3416933,4225610.27,102,15556000,1000,631,125881,199.49,200,199.95,315,219,25,,42.56,299392933,1026,1189187708,1159052.35,631,395,HiFi,Birds,HiFi,3.528659645,3.527114112,1.113943352,0.602059991,1.041392685,2.117271296,2.595496222,3.529301998,3.528402438,0.903089987,0,0.698970004,0.698970004,1.770852012,2.597695186,9.075296381,6.47869943,7.883296992,7.955719526,0.77815125,8.311771122,3.000434077,3.011570444,9.075250412,6.064103427,6.53363659,6.625889542,2.012837225,7.191897962,3.000434077,2.800717078,5.099963634,2.302092716,2.303196057,2.303088011,2.499687083,2.342422681,1.414973348,,1.639087871,8.476241546,3.011570444,9.075250412,6.064103427,2.800717078,2.597695186
GCA_040955705.1,mammals,39,90,45,11516.2,11448,3099,19122,12,21,6,3,9,0,0,3,18,2,4,0,0,40955705,1,33,39,30.76923077,53.84615385,84.61538462,57.69230769,3379,3240,139,2,9,248,678,3386,3302,13,71,3,1,60,76,2384012108,31368580.37,64477381,69275046.69,14,125541836,1000,167,2384003008,14275467.11,39426608,42841293.63,21,118147063,1000,91,9100,100,100,100,46,100,100,,41.3,787642211,167,2384003008,14275467.11,91,76,HiFi,Mammals,HiFi,3.5289167,3.510679031,2.146128036,0.477121255,1,2.396199347,2.831869774,3.529815197,3.518908574,1.146128036,1.857332496,0.602059991,0.301029996,1.785329835,1.886490725,9.377308457,7.496494878,7.809407395,7.840576833,1.176091259,8.098788479,3.000434077,2.225309282,9.377306799,7.154590358,7.595789426,7.631862586,1.342422681,8.072422934,3.000434077,1.963787827,3.959089114,2.004321374,2.004321374,2.004321374,1.672097858,2.004321374,2.004321374,,1.626340367,8.896328983,2.225309282,9.377306799,7.154590358,1.963787827,1.886490725
GCF_011100685.1,mammals,39,367,7,5388.43,3659,515,13381,0,4,32,0,0,0,0,0,4,0,32,0,0,11100685,1,4,39,0,10.25641026,10.25641026,8.974358974,3377,3241,136,2,11,238,781,3386,3300,19,67,2,2,107,2198,2482000080,1129208.41,64299765,65728117.55,15,124992030,13084,2783,2481941580,891822.34,14840767,16125395.85,57,56930620,13084,585,58500,100,100,100,293,100,100,,41.5,834164823,2783,2481941580,891822.34,585,2198,CLR,Mammals,CLR I,3.528659645,3.510813011,2.136720567,0.477121255,1.079181246,2.378397901,2.893206753,3.529815197,3.518645524,1.301029996,1.832508913,0.477121255,0.477121255,2.033423755,3.342225229,9.394801791,6.052774489,7.808209392,7.817751201,1.204119983,8.096882325,4.116773727,3.444669231,9.394791555,5.950278834,7.171456376,7.207510412,1.763427994,7.755345921,4.116773727,2.767897616,4.76716329,2.004321374,2.004321374,2.004321374,2.46834733,2.004321374,2.004321374,,1.62838893,8.921251872,3.444669231,9.394791555,5.950278834,2.767897616,3.342225229
GCA_011004875.1,birds,38,128,5,3197.8,2977,867,5376,0,5,33,0,0,0,0,1,4,6,27,0,0,11004875,1,5,37,0,13.51351351,13.51351351,6.756756757,3379,3362,17,1,10,201,539,3386,3375,11,0,0,4,64,105,1221051782,11629064.59,82577926,101241761,5,219267915,1068,249,1216255745,4884561.22,23326060,32913565.12,14,79692185,563,144,4796037,33305.81,195457,213663.11,9,402205,13,,42.38,241549382,249,1216255745,4884561.22,144,105,CLR,Birds,CLR I,3.5289167,3.526726867,1.255272505,0.301029996,1.041392685,2.305351369,2.73239376,3.529815197,3.528402438,1.079181246,0,0,0.698970004,1.812913357,2.025305865,9.086734082,7.06554482,7.916863976,8.005359695,0.77815125,8.340975089,3.028977705,2.397940009,9.085024905,6.688825646,7.367841407,7.51737494,1.176091259,7.90141574,2.751279104,2.161368002,6.680882615,4.52253304,5.291053451,5.329731578,1,5.604448545,1.146128036,,1.637289548,8.383005932,2.397940009,9.085024905,6.688825646,2.161368002,2.025305865
GCA_965183815.1,birds,38,689,31,6311.55,6617,1633,11336,7,17,14,0,7,0,0,1,16,1,13,0,0,965183815,1,24,37,18.91891892,45.94594595,64.86486486,41.89189189,3376,3328,48,6,8,232,601,3386,3346,40,0,3,1,48,669,1345843103,2011723.62,94714899,91795300.84,6,169228035,1000,1372,1345702503,980832.73,3299000,3992288.54,121,12216800,1000,703,140600,200,200,200,352,200,200,,43.62,303420242,1372,1345702503,980832.73,703,669,HiFi,Birds,HiFi,3.528531061,3.522313795,1.69019608,0.84509804,0.954242509,2.367355921,2.779596491,3.529815197,3.524655712,1.612783857,0,0.602059991,0.301029996,1.69019608,2.826074803,9.128994434,6.303568531,7.976418305,7.962820454,0.84509804,8.228472314,3.000434077,3.137670537,9.128949061,5.991595392,6.518382447,6.601222031,2.086359831,7.0869575,3.000434077,2.847572659,5.14798841,2.303196057,2.303196057,2.303196057,2.547774705,2.303196057,2.303196057,,1.649529566,8.482044552,3.137670537,9.128949061,5.991595392,2.847572659,2.826074803
GCF_013368605.1,birds,38,170,4,6581,6906,3231,9281,0,4,34,0,0,0,0,1,3,4,30,0,0,13368605,1,4,38,0,10.52631579,10.52631579,5.263157895,3382,3361,21,3,5,256,694,3385,3372,12,1,3,2,89,191,1256414880,6578088.38,92359233,78361773.73,6,133763977,2716,434,1250275747,2880819.69,23231768,37917722.21,13,94894540,1050,243,6139133,25263.92,283846,379727.09,6,847631,13,,42.67,292301483,434,1250275747,2880819.69,243,191,CLR,Birds,CLR I,3.529301998,3.526597709,1.342422681,0.602059991,0.77815125,2.409933123,2.841984805,3.529686954,3.528016341,1.113943352,0.301029996,0.602059991,0.477121255,1.954242509,2.283301229,9.099133072,6.81809977,7.965480322,7.894104263,0.84509804,8.126339176,3.434089638,2.638489257,9.097005807,6.459516227,7.366082281,7.578842252,1.146128036,7.977241229,3.021602716,2.387389826,6.788107113,4.402517927,5.453084308,5.579472725,0.84509804,5.928207344,1.146128036,,1.640183192,8.46583102,2.638489257,9.097005807,6.459516227,2.387389826,2.283301229
GCF_020745825.1,birds,38,74,26,8190.69,9712,623,17662,4,19,15,3,0,0,1,8,11,7,8,0,0,20745825,1,23,37,10.81081081,51.35135135,62.16216216,35.13513514,3371,3354,17,6,13,168,548,3375,3367,6,2,6,9,77,409,1188530404,2905942.31,71525342,67465324.35,6,155177309,21217,515,1188478804,2307725.83,22833505,33268775.38,13,98104917,1410,106,51600,486.79,500,689.15,30,1000,100,,43.15,289407101,515,1188478804,2307725.83,106,409,HiFi,Birds,HiFi,3.527887566,3.525692525,1.255272505,0.84509804,1.146128036,2.227886705,2.739572344,3.528402438,3.527372083,0.84509804,0.477121255,0.84509804,1,1.892094603,2.612783857,9.075010296,6.463287138,7.854459949,7.829080619,0.84509804,8.190828219,4.326704445,2.712649702,9.074991441,6.363184399,7.358572601,7.522036828,1.146128036,7.991690779,3.149527014,2.029383778,4.712658118,2.688232893,2.699837726,2.838943492,1.491361694,3.000434077,2.004321374,,1.644930708,8.461509184,2.712649702,9.074991441,6.363184399,2.029383778,2.612783857
